student_id,student_name,class_id,sex,dob,email,attendance
STU02754,Meas Sophary,CLS0160,F,2006-11-27,stu02754@school.edu.kh,64.0
STU02755,Vong Rith,CLS0130,M,2009-07-25,stu02755@school.edu.kh,73.2
STU02756,Chhun Chantha,CLS0067,M,2008-03-12,stu02756@school.edu.kh,86.6
STU02757,Khem Sokha,CLS0429,M,2008-05-05,stu02757@school.edu.kh,89.8
STU02758,Pov Sreynich,CLS0207,F,2011-10-14,stu02758@school.edu.kh,82.9
STU02759,Saom Sokunthea,CLS0149,F,2010-02-18,stu02759@school.edu.kh,85.1
STU02760,Sar Borath,CLS0392,M,2007-11-21,stu02760@school.edu.kh,84.8
STU02761,Mouk Kunthea,CLS0466,F,2006-12-16,stu02761@school.edu.kh,62.3
STU02762,Chan Rithy,CLS0055,M,2008-12-01,stu02762@school.edu.kh,66.0
STU02763,Sar Sreytouch,CLS0070,F,2013-10-14,stu02763@school.edu.kh,87.9
STU02764,Chhun Sophy,CLS0281,F,2006-12-11,stu02764@school.edu.kh,64.3
STU02765,Kuy Sophary,CLS0097,F,2006-12-09,stu02765@school.edu.kh,90.2
STU02766,Ly Theara,CLS0071,M,2012-07-18,stu02766@school.edu.kh,86.0
STU02767,Mao Chanreaksmey,CLS0105,F,2012-07-10,stu02767@school.edu.kh,60.5
STU02768,Heng Sokun,CLS0418,M,2010-02-26,stu02768@school.edu.kh,83.6
STU02769,Yem Sokunmony,CLS0223,F,2008-06-19,stu02769@school.edu.kh,82.1
STU02770,Ear Sokha,CLS0447,M,2007-07-15,stu02770@school.edu.kh,68.8
STU02771,Seng Virak,CLS0017,M,2013-05-26,stu02771@school.edu.kh,85.7
STU02772,Noun Sreyneang,CLS0481,F,2012-06-30,stu02772@school.edu.kh,95.4
STU02773,Tep Phary,CLS0085,M,2008-06-30,stu02773@school.edu.kh,81.2
STU02774,Noun Virak,CLS0022,M,2007-09-30,stu02774@school.edu.kh,71.9
STU02775,Kong Sokunthea,CLS0334,F,2008-04-01,stu02775@school.edu.kh,63.7
STU02776,Chea Thida,CLS0292,M,2006-08-04,stu02776@school.edu.kh,61.4
STU02777,Nhem Sokun,CLS0211,M,2007-11-11,stu02777@school.edu.kh,65.1
STU02778,Sorn Sokunthea,CLS0114,F,2013-05-05,stu02778@school.edu.kh,82.0
STU02779,Kong Rith,CLS0178,M,2006-04-09,stu02779@school.edu.kh,82.4
STU02780,Ith Seyha,CLS0243,M,2013-10-17,stu02780@school.edu.kh,94.5
STU02781,Yem Sreynich,CLS0389,F,2009-05-21,stu02781@school.edu.kh,90.4
STU02782,Ly Sreyleak,CLS0032,F,2012-07-31,stu02782@school.edu.kh,80.3
STU02783,Yem Channary,CLS0362,F,2009-01-12,stu02783@school.edu.kh,64.8
STU02784,Seng Channara,CLS0158,M,2013-09-05,stu02784@school.edu.kh,78.5
STU02785,Prum Phary,CLS0244,M,2006-10-16,stu02785@school.edu.kh,71.2
STU02786,Seng Rithy,CLS0162,M,2011-02-08,stu02786@school.edu.kh,63.7
STU02787,Sorn Bopha,CLS0010,F,2008-04-24,stu02787@school.edu.kh,64.6
STU02788,Seang Samnang,CLS0446,M,2007-03-22,stu02788@school.edu.kh,62.2
STU02789,Seng Dalin,CLS0229,F,2006-08-31,stu02789@school.edu.kh,92.3
STU02790,Phat Kimhour,CLS0255,M,2006-04-01,stu02790@school.edu.kh,69.3
STU02791,Mouk Sokunmony,CLS0078,F,2009-03-16,stu02791@school.edu.kh,78.9
STU02792,Noun Sokunmony,CLS0169,F,2009-08-29,stu02792@school.edu.kh,89.0
STU02793,Yem Sambath,CLS0144,M,2010-07-22,stu02793@school.edu.kh,98.5
STU02794,Hing Phearun,CLS0383,M,2010-11-27,stu02794@school.edu.kh,61.0
STU02795,Khem Boramey,CLS0176,F,2006-08-14,stu02795@school.edu.kh,77.5
STU02796,Meas Sreypov,CLS0150,F,2007-07-08,stu02796@school.edu.kh,82.1
STU02797,Oun Sokhom,CLS0254,M,2009-07-13,stu02797@school.edu.kh,79.1
STU02798,Noun Borann,CLS0292,M,2011-09-24,stu02798@school.edu.kh,68.1
STU02799,Pen Sreytouch,CLS0243,F,2013-09-21,stu02799@school.edu.kh,80.2
STU02800,Phat Sreyneang,CLS0297,F,2014-03-07,stu02800@school.edu.kh,80.9
STU02801,Chhun Phary,CLS0455,M,2010-06-20,stu02801@school.edu.kh,62.1
STU02802,Sok Sophal,CLS0381,M,2009-04-18,stu02802@school.edu.kh,68.9
STU02803,Kong Sovann,CLS0447,M,2010-05-04,stu02803@school.edu.kh,89.2
STU02804,Phan Vatey,CLS0466,M,2012-01-19,stu02804@school.edu.kh,81.4
STU02805,Heng Sreyleak,CLS0366,F,2008-04-10,stu02805@school.edu.kh,66.9
STU02806,Chea Dalin,CLS0202,F,2013-07-24,stu02806@school.edu.kh,68.2
STU02807,Pen Sovann,CLS0433,M,2013-06-13,stu02807@school.edu.kh,66.1
STU02808,Seang Sreyleak,CLS0464,F,2011-06-24,stu02808@school.edu.kh,90.1
STU02809,Heng Kunthea,CLS0370,F,2011-09-17,stu02809@school.edu.kh,63.7
STU02810,Vong Sokunthea,CLS0136,F,2012-07-03,stu02810@school.edu.kh,82.3
STU02811,Touch Sokunthea,CLS0326,F,2013-09-28,stu02811@school.edu.kh,95.3
STU02812,Oun Sophal,CLS0343,M,2011-06-20,stu02812@school.edu.kh,88.5
STU02813,Pen Dina,CLS0405,F,2013-09-08,stu02813@school.edu.kh,96.6
STU02814,Mouk Sreypov,CLS0271,F,2012-08-03,stu02814@school.edu.kh,82.2
STU02815,Chea Sophary,CLS0139,F,2009-06-24,stu02815@school.edu.kh,65.7
STU02816,Hing Borann,CLS0046,M,2013-06-10,stu02816@school.edu.kh,63.5
STU02817,Him Pich,CLS0067,F,2006-10-24,stu02817@school.edu.kh,69.0
STU02818,Keo Kosal,CLS0334,M,2009-07-14,stu02818@school.edu.kh,83.6
STU02819,Yem Virak,CLS0447,M,2010-03-15,stu02819@school.edu.kh,75.9
STU02820,Mouk Sreyneang,CLS0500,F,2008-01-16,stu02820@school.edu.kh,68.5
STU02821,Kuy Thida,CLS0273,M,2010-10-28,stu02821@school.edu.kh,70.1
STU02822,Noun Chanreaksmey,CLS0311,M,2011-01-09,stu02822@school.edu.kh,65.0
STU02823,Phat Bopha,CLS0193,F,2013-08-01,stu02823@school.edu.kh,85.6
STU02824,Ear Chanpich,CLS0130,F,2009-12-26,stu02824@school.edu.kh,82.5
STU02825,Sorn Leakhena,CLS0364,F,2013-04-01,stu02825@school.edu.kh,84.0
STU02826,Pov Channara,CLS0212,M,2014-01-29,stu02826@school.edu.kh,69.7
STU02827,Sorn Sreymom,CLS0378,F,2007-11-25,stu02827@school.edu.kh,64.4
STU02828,Kuy Theany,CLS0438,F,2006-09-18,stu02828@school.edu.kh,66.2
STU02829,Oun Seyha,CLS0401,M,2006-10-11,stu02829@school.edu.kh,86.4
STU02830,Seang Bopha,CLS0045,F,2009-05-23,stu02830@school.edu.kh,63.7
STU02831,Nget Borath,CLS0432,M,2009-05-03,stu02831@school.edu.kh,69.7
STU02832,Hing Sreypich,CLS0434,F,2011-09-17,stu02832@school.edu.kh,85.5
STU02833,Pov Vichea,CLS0262,M,2008-01-15,stu02833@school.edu.kh,62.5
STU02834,Saom Rathana,CLS0458,M,2006-07-25,stu02834@school.edu.kh,61.6
STU02835,Vong Dalin,CLS0067,F,2010-02-09,stu02835@school.edu.kh,88.3
STU02836,Ith Sophary,CLS0116,F,2009-04-07,stu02836@school.edu.kh,81.7
STU02837,Chou Kolab,CLS0132,F,2006-07-08,stu02837@school.edu.kh,78.2
STU02838,Pov Dara,CLS0193,M,2006-08-22,stu02838@school.edu.kh,99.4
STU02839,Kuy Kunthea,CLS0460,F,2006-05-16,stu02839@school.edu.kh,90.8
STU02840,Chan Sreyneang,CLS0053,F,2012-12-21,stu02840@school.edu.kh,60.0
STU02841,Ear Daro,CLS0321,M,2009-06-08,stu02841@school.edu.kh,66.1
STU02842,Phan Sreynit,CLS0121,F,2012-02-14,stu02842@school.edu.kh,74.2
STU02843,Yem Chanthy,CLS0389,F,2014-01-26,stu02843@school.edu.kh,76.3
STU02844,Mouk Bopha,CLS0012,F,2011-02-20,stu02844@school.edu.kh,81.4
STU02845,Heng Sreyneang,CLS0158,F,2011-02-08,stu02845@school.edu.kh,93.5
STU02846,Pen Sokunmony,CLS0443,F,2006-09-04,stu02846@school.edu.kh,67.1
STU02847,Ly Leakhena,CLS0199,F,2011-12-28,stu02847@school.edu.kh,97.1
STU02848,Keo Phary,CLS0188,M,2008-09-04,stu02848@school.edu.kh,76.0
STU02849,Seng Lina,CLS0489,F,2010-09-04,stu02849@school.edu.kh,90.8
STU02850,Prum Sopheak,CLS0422,M,2013-10-01,stu02850@school.edu.kh,84.0
STU02851,Khmer Reaksmey,CLS0200,F,2008-02-03,stu02851@school.edu.kh,64.9
STU02852,Nget Chanreaksmey,CLS0103,M,2008-03-16,stu02852@school.edu.kh,77.0
STU02853,Ros Dara,CLS0356,M,2006-06-25,stu02853@school.edu.kh,89.0
STU02854,Seang Reaksmey,CLS0004,F,2009-07-02,stu02854@school.edu.kh,68.8
STU02855,Kong Sreynich,CLS0338,F,2012-04-21,stu02855@school.edu.kh,99.1
STU02856,Chou Sreymony,CLS0363,F,2013-03-10,stu02856@school.edu.kh,83.1
STU02857,Nhem Sokha,CLS0489,M,2009-10-16,stu02857@school.edu.kh,68.9
STU02858,Seng Sreytouch,CLS0398,F,2013-01-30,stu02858@school.edu.kh,66.7
STU02859,Tep Vatey,CLS0493,M,2012-08-26,stu02859@school.edu.kh,74.5
STU02860,Nhem Rathana,CLS0358,M,2012-08-05,stu02860@school.edu.kh,72.1
STU02861,Khmer Daro,CLS0298,M,2011-10-12,stu02861@school.edu.kh,99.3
STU02862,Hing Samnang,CLS0424,M,2013-01-02,stu02862@school.edu.kh,87.8
STU02863,Phan Sreynit,CLS0233,F,2011-08-04,stu02863@school.edu.kh,60.6
STU02864,Saom Sambath,CLS0278,M,2009-05-07,stu02864@school.edu.kh,80.7
STU02865,Doeun Phearun,CLS0447,M,2007-10-16,stu02865@school.edu.kh,95.7
STU02866,Khem Thida,CLS0195,M,2013-01-12,stu02866@school.edu.kh,82.8
STU02867,Ly Sothea,CLS0197,M,2009-02-18,stu02867@school.edu.kh,91.3
STU02868,Prum Sophal,CLS0133,M,2009-04-02,stu02868@school.edu.kh,98.9
STU02869,Yem Sophy,CLS0405,F,2006-10-05,stu02869@school.edu.kh,79.5
STU02870,Ros Borath,CLS0279,M,2012-07-08,stu02870@school.edu.kh,62.3
STU02871,Sok Sophary,CLS0320,F,2013-12-20,stu02871@school.edu.kh,91.0
STU02872,Mouk Dalin,CLS0153,F,2011-02-11,stu02872@school.edu.kh,94.3
STU02873,Heng Chantha,CLS0318,M,2009-04-24,stu02873@school.edu.kh,85.1
STU02874,Sok Sreymony,CLS0202,F,2010-06-24,stu02874@school.edu.kh,71.9
STU02875,Tep Chanrith,CLS0084,M,2011-10-18,stu02875@school.edu.kh,92.5
STU02876,Ros Borath,CLS0423,M,2008-05-04,stu02876@school.edu.kh,78.7
STU02877,Phan Borann,CLS0392,M,2009-05-02,stu02877@school.edu.kh,78.5
STU02878,Nget Samnang,CLS0180,M,2011-09-30,stu02878@school.edu.kh,83.4
STU02879,Mao Samnang,CLS0163,M,2010-03-13,stu02879@school.edu.kh,97.7
STU02880,Doeun Kunthea,CLS0019,F,2011-12-07,stu02880@school.edu.kh,67.7
STU02881,Ear Chanpich,CLS0297,F,2010-09-03,stu02881@school.edu.kh,62.5
STU02882,Ear Sreytouch,CLS0386,F,2010-02-27,stu02882@school.edu.kh,86.6
STU02883,Chea Nara,CLS0098,M,2012-02-26,stu02883@school.edu.kh,72.5
STU02884,Lim Sreymom,CLS0456,F,2008-01-29,stu02884@school.edu.kh,98.5
STU02885,Sorn Lina,CLS0197,F,2008-11-14,stu02885@school.edu.kh,77.7
STU02886,Chan Chanreaksmey,CLS0469,M,2008-01-05,stu02886@school.edu.kh,66.8
STU02887,Keo Virak,CLS0465,M,2006-11-08,stu02887@school.edu.kh,83.4
STU02888,Prum Sreytouch,CLS0245,F,2012-12-18,stu02888@school.edu.kh,67.3
STU02889,Nget Lina,CLS0244,F,2010-05-20,stu02889@school.edu.kh,82.5
STU02890,Chou Socheata,CLS0287,F,2006-08-06,stu02890@school.edu.kh,84.5
STU02891,Kong Chantrea,CLS0442,F,2009-02-08,stu02891@school.edu.kh,89.0
STU02892,Tep Reaksmey,CLS0269,F,2013-06-24,stu02892@school.edu.kh,71.3
STU02893,Seng Phearun,CLS0198,M,2013-12-30,stu02893@school.edu.kh,82.7
STU02894,Sar Menghour,CLS0361,M,2009-02-18,stu02894@school.edu.kh,72.2
STU02895,Seang Bunna,CLS0127,M,2011-02-05,stu02895@school.edu.kh,99.7
STU02896,Keo Chantha,CLS0009,M,2010-04-27,stu02896@school.edu.kh,86.9
STU02897,Phan Channara,CLS0276,M,2008-08-02,stu02897@school.edu.kh,86.1
STU02898,Kuy Sreytouch,CLS0091,F,2013-05-28,stu02898@school.edu.kh,78.7
STU02899,Chan Chantrea,CLS0327,F,2014-02-16,stu02899@school.edu.kh,87.7
STU02900,Seng Sreypov,CLS0121,F,2012-10-09,stu02900@school.edu.kh,61.6
STU02901,Pen Chanrith,CLS0217,M,2010-07-07,stu02901@school.edu.kh,94.3
STU02902,Noun Chanreaksmey,CLS0496,M,2012-02-03,stu02902@school.edu.kh,74.4
STU02903,Khem Sreypov,CLS0175,F,2012-03-17,stu02903@school.edu.kh,76.7
STU02904,Kong Sokha,CLS0420,M,2006-09-23,stu02904@school.edu.kh,90.3
STU02905,Doeun Channara,CLS0131,M,2010-09-25,stu02905@school.edu.kh,90.5
STU02906,Seang Phirun,CLS0062,M,2010-05-21,stu02906@school.edu.kh,62.7
STU02907,Seang Chantha,CLS0071,M,2013-02-13,stu02907@school.edu.kh,78.2
STU02908,Mao Bopha,CLS0449,F,2011-05-21,stu02908@school.edu.kh,87.9
STU02909,Khmer Sopheak,CLS0067,M,2008-07-09,stu02909@school.edu.kh,94.0
STU02910,Yem Lina,CLS0035,F,2008-03-27,stu02910@school.edu.kh,77.9
STU02911,Mao Dara,CLS0147,M,2011-02-14,stu02911@school.edu.kh,70.1
STU02912,Prum Sreyla,CLS0163,F,2013-09-12,stu02912@school.edu.kh,76.2
STU02913,Chhun Rathana,CLS0035,M,2011-12-05,stu02913@school.edu.kh,98.5
STU02914,Prum Sarath,CLS0445,M,2008-01-30,stu02914@school.edu.kh,92.5
STU02915,Him Virak,CLS0163,M,2011-08-31,stu02915@school.edu.kh,76.8
STU02916,Touch Sreypich,CLS0416,F,2012-12-18,stu02916@school.edu.kh,79.2
STU02917,Touch Sreyneang,CLS0158,F,2011-11-06,stu02917@school.edu.kh,96.2
STU02918,Kong Sokun,CLS0140,M,2013-11-15,stu02918@school.edu.kh,76.1
STU02919,Sorn Daro,CLS0332,M,2009-06-05,stu02919@school.edu.kh,84.2
STU02920,Prum Lina,CLS0060,F,2006-06-11,stu02920@school.edu.kh,72.3
STU02921,Ros Bopha,CLS0229,F,2010-01-13,stu02921@school.edu.kh,92.2
STU02922,Sok Virak,CLS0124,M,2011-07-26,stu02922@school.edu.kh,82.1
STU02923,Mao Theany,CLS0150,F,2012-10-29,stu02923@school.edu.kh,84.5
STU02924,Khmer Sokun,CLS0034,M,2010-11-19,stu02924@school.edu.kh,83.9
STU02925,Phat Kunthea,CLS0054,F,2006-10-19,stu02925@school.edu.kh,67.5
STU02926,Ros Vichea,CLS0440,M,2013-06-13,stu02926@school.edu.kh,73.3
STU02927,Tep Theara,CLS0058,M,2008-06-13,stu02927@school.edu.kh,73.3
STU02928,Sok Menghour,CLS0309,M,2011-04-13,stu02928@school.edu.kh,65.9
STU02929,Seang Kolab,CLS0266,F,2008-06-28,stu02929@school.edu.kh,91.6
STU02930,Hing Chanpich,CLS0035,F,2010-08-01,stu02930@school.edu.kh,67.6
STU02931,Doeun Thida,CLS0420,M,2007-06-05,stu02931@school.edu.kh,89.5
STU02932,Touch Channara,CLS0083,M,2010-10-01,stu02932@school.edu.kh,93.6
STU02933,Touch Kolab,CLS0231,F,2007-07-25,stu02933@school.edu.kh,61.5
STU02934,Phat Reaksmey,CLS0204,F,2007-11-09,stu02934@school.edu.kh,61.4
STU02935,Seng Dara,CLS0077,M,2012-05-29,stu02935@school.edu.kh,63.8
STU02936,Mao Channary,CLS0153,F,2006-11-25,stu02936@school.edu.kh,99.1
STU02937,Nhem Bunna,CLS0309,M,2008-03-12,stu02937@school.edu.kh,64.9
STU02938,Tep Piseth,CLS0363,M,2007-04-16,stu02938@school.edu.kh,61.5
STU02939,Prum Sreypich,CLS0181,F,2006-08-27,stu02939@school.edu.kh,82.8
STU02940,Seang Theany,CLS0110,F,2006-04-15,stu02940@school.edu.kh,95.8
STU02941,Doeun Pich,CLS0056,F,2010-06-16,stu02941@school.edu.kh,66.3
STU02942,Oun Channara,CLS0086,M,2009-01-26,stu02942@school.edu.kh,87.5
STU02943,Tep Kimhour,CLS0073,M,2011-09-08,stu02943@school.edu.kh,72.9
STU02944,Ros Kolab,CLS0138,F,2007-10-04,stu02944@school.edu.kh,71.8
STU02945,Kong Sreynit,CLS0026,M,2011-10-11,stu02945@school.edu.kh,98.4
STU02946,Meas Sreynich,CLS0053,F,2013-11-26,stu02946@school.edu.kh,68.1
STU02947,Prum Sovann,CLS0297,M,2011-03-06,stu02947@school.edu.kh,89.0
STU02948,Keo Chantrea,CLS0031,F,2006-07-17,stu02948@school.edu.kh,99.1
STU02949,Chhun Seyha,CLS0308,M,2008-11-28,stu02949@school.edu.kh,76.0
STU02950,Pov Channary,CLS0348,F,2007-09-04,stu02950@school.edu.kh,85.4
STU02951,Mouk Sophal,CLS0203,M,2008-10-01,stu02951@school.edu.kh,79.2
STU02952,Chou Kosal,CLS0223,M,2006-07-24,stu02952@school.edu.kh,74.4
STU02953,Pen Bunna,CLS0164,M,2010-06-29,stu02953@school.edu.kh,77.2
STU02954,Meas Dina,CLS0497,F,2006-11-15,stu02954@school.edu.kh,90.4
STU02955,Lim Socheata,CLS0183,F,2007-02-09,stu02955@school.edu.kh,96.6
STU02956,Meas Sothea,CLS0358,M,2013-07-23,stu02956@school.edu.kh,74.5
STU02957,Meas Sarath,CLS0416,M,2010-07-15,stu02957@school.edu.kh,82.9
STU02958,Meas Daro,CLS0125,M,2007-06-08,stu02958@school.edu.kh,84.0
STU02959,Seng Sophy,CLS0314,F,2013-10-04,stu02959@school.edu.kh,93.2
STU02960,Mouk Theany,CLS0088,F,2011-04-27,stu02960@school.edu.kh,84.4
STU02961,Sorn Sokunthea,CLS0250,F,2010-04-25,stu02961@school.edu.kh,73.7
STU02962,Sar Samnang,CLS0203,M,2008-02-10,stu02962@school.edu.kh,70.3
STU02963,Seang Socheata,CLS0282,F,2011-06-10,stu02963@school.edu.kh,82.0
STU02964,Chan Chanreaksmey,CLS0187,M,2010-06-13,stu02964@school.edu.kh,69.2
STU02965,Khem Vatey,CLS0352,M,2011-03-03,stu02965@school.edu.kh,67.9
STU02966,Pov Dina,CLS0177,F,2006-08-02,stu02966@school.edu.kh,91.3
STU02967,Oun Chanpich,CLS0091,F,2008-11-15,stu02967@school.edu.kh,76.8
STU02968,Meas Phearun,CLS0374,M,2008-07-12,stu02968@school.edu.kh,83.7
STU02969,Saom Panha,CLS0426,M,2008-04-13,stu02969@school.edu.kh,67.4
STU02970,Touch Panha,CLS0241,M,2012-07-18,stu02970@school.edu.kh,83.2
STU02971,Nget Chanreaksmey,CLS0119,M,2012-06-13,stu02971@school.edu.kh,97.6
STU02972,Chou Dara,CLS0494,M,2010-12-08,stu02972@school.edu.kh,71.2
STU02973,Mao Sreytouch,CLS0103,F,2009-07-16,stu02973@school.edu.kh,69.4
STU02974,Kong Kanha,CLS0355,F,2012-04-30,stu02974@school.edu.kh,67.0
STU02975,Tep Kanha,CLS0208,F,2014-03-15,stu02975@school.edu.kh,62.3
STU02976,Pen Sopheak,CLS0436,M,2007-06-07,stu02976@school.edu.kh,99.8
STU02977,Tep Sopheak,CLS0248,M,2013-09-20,stu02977@school.edu.kh,94.6
STU02978,Vong Socheata,CLS0447,F,2006-09-25,stu02978@school.edu.kh,70.6
STU02979,Kuy Channara,CLS0371,M,2013-07-22,stu02979@school.edu.kh,73.4
STU02980,Pov Sreynich,CLS0498,F,2009-09-17,stu02980@school.edu.kh,90.4
STU02981,Khem Socheata,CLS0212,F,2007-09-02,stu02981@school.edu.kh,84.6
STU02982,Chou Sreyleak,CLS0196,F,2012-09-15,stu02982@school.edu.kh,99.9
STU02983,Ear Boramey,CLS0297,F,2013-03-04,stu02983@school.edu.kh,69.8
STU02984,Nget Chanpich,CLS0484,F,2009-03-15,stu02984@school.edu.kh,97.0
STU02985,Nget Virak,CLS0138,M,2010-09-11,stu02985@school.edu.kh,94.9
STU02986,Yem Socheata,CLS0007,F,2011-03-24,stu02986@school.edu.kh,69.9
STU02987,Doeun Sreytouch,CLS0305,F,2012-12-10,stu02987@school.edu.kh,81.5
STU02988,Sar Panha,CLS0320,M,2006-08-01,stu02988@school.edu.kh,72.2
STU02989,Seng Chanrith,CLS0354,M,2010-08-30,stu02989@school.edu.kh,81.4
STU02990,Doeun Dara,CLS0064,M,2006-06-05,stu02990@school.edu.kh,98.6
STU02991,Mouk Sreynit,CLS0465,F,2011-08-05,stu02991@school.edu.kh,83.6
STU02992,Tep Sreymony,CLS0125,F,2006-05-23,stu02992@school.edu.kh,90.6
STU02993,Chan Chanreaksmey,CLS0172,M,2010-11-24,stu02993@school.edu.kh,84.1
STU02994,Him Chantrea,CLS0348,F,2008-05-29,stu02994@school.edu.kh,86.5
STU02995,Sorn Sreypov,CLS0465,F,2008-07-08,stu02995@school.edu.kh,69.8
STU02996,Vong Sokunmony,CLS0167,F,2012-10-04,stu02996@school.edu.kh,67.0
STU02997,Touch Virak,CLS0284,M,2011-12-06,stu02997@school.edu.kh,62.1
STU02998,Sorn Theany,CLS0319,F,2012-09-10,stu02998@school.edu.kh,66.1
STU02999,Hing Sreynich,CLS0182,F,2007-05-16,stu02999@school.edu.kh,80.1
STU03000,Ly Sophal,CLS0437,M,2008-04-18,stu03000@school.edu.kh,95.7
STU03001,Pen Sreytouch,CLS0409,F,2009-08-13,stu03001@school.edu.kh,65.1
STU03002,Mao Panha,CLS0273,M,2011-11-15,stu03002@school.edu.kh,75.9
STU03003,Tep Borath,CLS0069,M,2008-01-10,stu03003@school.edu.kh,81.3
STU03004,Seang Sreynit,CLS0212,M,2012-09-30,stu03004@school.edu.kh,94.6
STU03005,Tep Sreymony,CLS0394,F,2008-12-10,stu03005@school.edu.kh,82.4
STU03006,Touch Sreyneang,CLS0027,F,2013-04-04,stu03006@school.edu.kh,97.3
STU03007,Pen Rithy,CLS0202,M,2007-02-14,stu03007@school.edu.kh,65.2
STU03008,Khem Chantha,CLS0293,M,2011-09-07,stu03008@school.edu.kh,92.8
STU03009,Ros Phearun,CLS0153,M,2009-02-09,stu03009@school.edu.kh,60.6
STU03010,Lim Bopha,CLS0336,F,2013-12-02,stu03010@school.edu.kh,66.6
STU03011,Seng Thida,CLS0423,M,2010-08-07,stu03011@school.edu.kh,65.5
STU03012,Mao Kunthea,CLS0384,F,2011-02-14,stu03012@school.edu.kh,84.1
STU03013,Sok Bopha,CLS0363,F,2011-01-20,stu03013@school.edu.kh,82.9
STU03014,Chou Kosal,CLS0433,M,2008-04-05,stu03014@school.edu.kh,60.9
STU03015,Sar Sokha,CLS0150,M,2006-05-04,stu03015@school.edu.kh,85.2
STU03016,Touch Panha,CLS0184,M,2010-06-01,stu03016@school.edu.kh,69.1
STU03017,Seng Chanpich,CLS0127,F,2008-07-15,stu03017@school.edu.kh,63.9
STU03018,Oun Nara,CLS0427,M,2011-05-25,stu03018@school.edu.kh,69.1
STU03019,Kong Channara,CLS0478,M,2010-09-23,stu03019@school.edu.kh,78.9
STU03020,Lim Kunthea,CLS0374,F,2014-03-16,stu03020@school.edu.kh,61.2
STU03021,Pov Sreyneang,CLS0387,F,2010-08-24,stu03021@school.edu.kh,86.4
STU03022,Noun Sophal,CLS0177,M,2010-06-18,stu03022@school.edu.kh,86.8
STU03023,Chou Sovann,CLS0077,M,2011-01-12,stu03023@school.edu.kh,88.6
STU03024,Tep Chanrith,CLS0200,M,2010-01-17,stu03024@school.edu.kh,86.8
STU03025,Yem Kunthea,CLS0306,F,2008-11-18,stu03025@school.edu.kh,82.4
STU03026,Touch Rathana,CLS0029,M,2012-10-31,stu03026@school.edu.kh,71.6
STU03027,Doeun Rithy,CLS0009,M,2008-01-15,stu03027@school.edu.kh,97.4
STU03028,Keo Kolab,CLS0424,F,2008-05-31,stu03028@school.edu.kh,92.5
STU03029,Chan Theara,CLS0243,M,2011-11-17,stu03029@school.edu.kh,63.0
STU03030,Chhun Chanthy,CLS0442,F,2007-01-06,stu03030@school.edu.kh,99.7
STU03031,Sok Sreytouch,CLS0069,F,2010-05-30,stu03031@school.edu.kh,71.4
STU03032,Yem Makara,CLS0234,M,2009-04-07,stu03032@school.edu.kh,97.8
STU03033,Ly Rathana,CLS0281,M,2011-08-24,stu03033@school.edu.kh,70.1
STU03034,Oun Phirun,CLS0474,M,2008-10-23,stu03034@school.edu.kh,87.6
STU03035,Hing Chanreaksmey,CLS0022,M,2009-05-01,stu03035@school.edu.kh,69.9
STU03036,Vong Dara,CLS0132,M,2009-04-13,stu03036@school.edu.kh,61.4
STU03037,Kuy Sreymony,CLS0416,F,2008-01-27,stu03037@school.edu.kh,96.3
STU03038,Ear Sokun,CLS0458,M,2007-03-08,stu03038@school.edu.kh,94.6
STU03039,Nhem Sovann,CLS0030,M,2008-06-22,stu03039@school.edu.kh,89.6
STU03040,Chea Channara,CLS0396,M,2006-11-06,stu03040@school.edu.kh,72.0
STU03041,Sok Sreynit,CLS0163,F,2008-05-14,stu03041@school.edu.kh,74.1
STU03042,Doeun Sreynich,CLS0292,F,2011-07-11,stu03042@school.edu.kh,61.8
STU03043,Nget Kunthea,CLS0358,F,2006-12-14,stu03043@school.edu.kh,90.6
STU03044,Kong Chanreaksmey,CLS0482,F,2008-03-02,stu03044@school.edu.kh,80.6
STU03045,Kuy Borath,CLS0039,M,2009-10-19,stu03045@school.edu.kh,79.5
STU03046,Oun Sreytouch,CLS0420,F,2011-03-18,stu03046@school.edu.kh,71.0
STU03047,Nhem Phirun,CLS0314,M,2012-07-25,stu03047@school.edu.kh,98.1
STU03048,Ith Dalin,CLS0103,F,2006-05-31,stu03048@school.edu.kh,72.9
STU03049,Ly Leakhena,CLS0080,F,2006-11-29,stu03049@school.edu.kh,67.7
STU03050,Pov Sreynich,CLS0310,F,2009-04-22,stu03050@school.edu.kh,91.1
STU03051,Chea Seyha,CLS0429,M,2008-03-19,stu03051@school.edu.kh,97.9
STU03052,Chhun Theany,CLS0398,F,2008-09-25,stu03052@school.edu.kh,78.3
STU03053,Ly Sokha,CLS0005,M,2011-05-06,stu03053@school.edu.kh,64.1
STU03054,Nget Daro,CLS0416,M,2011-12-06,stu03054@school.edu.kh,64.1
STU03055,Sok Sopheak,CLS0286,M,2013-06-22,stu03055@school.edu.kh,67.7
STU03056,Nget Bunna,CLS0406,M,2008-12-09,stu03056@school.edu.kh,90.2
STU03057,Chou Sophy,CLS0147,F,2006-12-05,stu03057@school.edu.kh,69.6
STU03058,Ear Chanreaksmey,CLS0380,F,2013-08-08,stu03058@school.edu.kh,69.3
STU03059,Chou Sophal,CLS0435,M,2013-08-29,stu03059@school.edu.kh,88.8
STU03060,Mouk Sreypich,CLS0020,F,2010-07-04,stu03060@school.edu.kh,84.8
